Issue key,Issue id,Assignee,Status,Summary,Custom field (Type of Service),Component/s,Custom field (Offering Type),Priority,Custom field (Total amount (€) weighted),Custom field (Type Business Opportunity),Custom field (Country),Custom field (Market),Custom field (Market Manager),Custom field (DN Manager),Custom field (Operations Manager),Custom field (Renewal),Custom field (Código GEP),Custom field (Temporal Scope),Custom field (Receipt of application),Custom field (Delivery Commitment),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Participants),Custom field (Total Amount (euros)),Custom field (Budg.Loc.Currency),Custom field (Margin),Custom field (Offer Code (NG)),Custom field (Offer Description (NG)),Custom field (Transversal offer),Updated,Created,Custom field (Proposal Due Date),Custom field (Observations),Resolved
OFBRA-2775,15681389,mcarvalhos,Lost,MAPFRE - Service Desk e Field Services - [MAP24GU008],GU - Service Desk (SD),Mapfre,RFP,Critical,"2,656,847",Proposal,Brazil,FS,mbruno,mcarvalhos,dbarul,No,FSCOGU_3,2.0,06/05/24 17:50,28/10/24 13:00,agoncalvest,,,,,,,,,,,,,,,2656847.0,1.4612658E7,22.32,,,Yes,12/02/25 10:47,09/05/24 17:56,10/03/25 14:21,"12/02/2025 - Resultado oficial permanecendo com a Vivo
07/02/2025 - Aguardando retorno do cliente
31/01/2025 - Aguardando retorno do cliente
24/01/2025 - Aguardando retorno do cliente
17/01/2025 - Aguardando retorno do cliente
10/01/2025 - Aguardando retorno do cliente
08/01/2025 - Cliente retornou informando que devem retomar ao final do mês por terem pessoas envolvidas no processo de férias
03/01/2025 - Aguardando retorno do cliente
27/12/2024 - Aguardando retorno do cliente
20/12/2024 - Aguardando retorno do cliente
13/12/2024 - Aguardando retorno do cliente
10/12/2024 - Ajustado proposta técnica e MdC para 24 e 36 meses
10/12/2024 - Cliente retornou pedindo a redução do escopo de Governança com a retirada no NOC Sistemas (DIC)
06/12/2024 - Aguardando nova rodada de negociação com o cliente
29/11/2024 - Aguardando nova rodada de negociação com o cliente
22/11/2024 - Aguardando nova rodada de negociação com o cliente
18/11/2024 - Cliente retornou com o target e realizado o exercício de redução de taxas e enviado uma nova versão ao mercado de MdC, técnica não é alterada
14/11/2024 - Aguardando retorno do mercado
08/11/2024 - Aguardando retorno do mercado
31/10/2024 - Enviado no início da semana o MdC para 24 e 36 meses e a proposta técnica ajustada
24/10/2024 - Cliente solicitou retirada do processo de Gestão de Problemas que será internalizado pela TI
17/10/2024 - Aguardando retorno do cliente
04/10/2024 - Verificando com o mercado e a oferta continua ativa com o cliente
13/09/2024 - Após a reunião com o cliente que passou a quantidade requerida para o serviço de Governança ITIL e criticou a quantidade de FTE de Field, foram ajustados as quantidades e enviado a proposta técnica revisada, assim como o MdC para 24 e 36 meses
30/08/2024 - Cliente enviou retorno informando a necessidade de mais recursos para Governança ITIL. Realizado a nova projeção e enviado
16/08/2024 - Sem informações de status
26/07/2024 - Cliente retornou que deverá ser reiniciado o processo em Agosto
19/07/2024 - Seguimos aguardando o resultado final
12/07/2024 - Seguimos aguardando o retorno do cliente
05/07/2024 - Recebido o retorno pelo mercado via email, onde o cliente informa que a oferta ainda está sendo analisada
28/06/2024 - Aguardando retorno do cliente
21/06/2024 - Aguardando retorno do mercado
14/06/2024 - Aguardando retorno do mercado
13/06/2024 - MdC apresentado por PRICING e proposta técnica atualizada
11/06/2024 - Atualizado o MdC para o novo formato, com os ajustes no dimensionamento e revisto a proposta técnica
10/06/2024 - Recebido o retorno dos questionamentos
07/06/2024 - Aguardando o retorno dos questionamentos para finalizar a proposta
03/06/2024 - Debate sobre o modelo enviado na sexta com redução de FTE e com opção para 36 meses. Também em discussão a parte de inovações
27/05/2024 - Enviado uma 1ª versão de proposta técnica, mas aguardando o retorno dos questionamentos por parte do cliente. Hoje foi apresentado em comitê de oferta
20/05/2024 - Em elaboração.
13/05/2024 - Enviado lista de questionamentos no dia 08/05, aguardando retorno para melhor entendimento do projeto
07/05/2024 - Leitura inicial da RFP
08/05/2024 - Finalização de leitura mais aprofundada e envio de questionamentos
09/05/2024 - Envio dos perfis para consulta de taxas ao RH",12/02/25 10:47
OFBRA-2858,15809948,agoncalvest,Cancelled,MAPFRE - Service Desk e Field Services,GU - Service Desk (SD),Mapfre,RFP,Minor,,Presale,Brazil,FS,mbruno,agoncalvest,sbarbosa,No,22DS01,2.0,06/05/24 17:50,29/05/24 12:00,agoncalvest,,,,,,,,,,,,,,,781818.0,4300000.0,,,,Yes,26/03/25 23:04,23/05/24 09:28,,"24;05 => Agendado comite para proxima segunda.
20/05/2024 - Em elaboração.
13/05/2024 - Enviado lista de questionamentos no dia 08/05, aguardando retorno para melhor entendimento do projeto
07/05/2024 - Leitura inicial da RFP
08/05/2024 - Finalização de leitura mais aprofundada e envio de questionamentos
09/05/2024 - Envio dos perfis para consulta de taxas ao RH",28/05/24 15:16
OFBRA-2768,15623629,agoncalvest,Won-End,Editora Moderna - Migração servidores Totvs para AWS - [PRE/55906],DIC - Cloud,moderna,Editora Moderna - Migração servidores Totvs para AWS,Minor,"100,000",Proposal,Brazil,Media,sbarbosa,agoncalvest,ffelix,No,22DS04,0.5,06/05/24 13:41,29/06/24 13:41,,,,,,,,,,,,,,,,100000.0,500000.0,20.0,,,No,20/09/24 10:35,06/05/24 13:44,,"20/09 = Em nova conversa com a KAM Karina, informou que esta em fase de assinatura de contrato, por esse motivo estou colocando com vencedora essa oferta.
05/09 = Aguardando retorno do cliente para assinatura do contrato.
30/08 = aguardando o De acordo para seguimos com a primeira fase do projeto.
15/08 = aguardando o De acordo para seguimos com a primeira fase do projeto.
12/08 => Aguardando retorno da KArina para inicio dos assessment detalhado que será subsidiado pela microsoft.
19/07 => cliente pediu uma reavaliação de custo.
12/07 => Proposta enviada ao cliente no dia 18 temos uma apresentação junto ao cliente.
05/07 => Proposta tecnica pronta e mdc, anderson irá validar com samuel.
28/.06 => cliente gostou da apresentação e estamos preparando BC para apresentar na proxima semana.
21/06 => Efetuado apresentação técnica no dia 20/06 ao cliente, aguardando retorno do cliente para avançarmos em um assessment e poc.
18/06 => Liberado apresentação para o cliente, não tem preço não momento.
14/06 => Foi instalado o SW de coleta na proxima semana temos duas reuniões para refinar os dados coletados.
07/06 => Processo de refinamento do Assessment.
31/05 agendado para o inicio da semana o inicio dos assessment
24/05 agendado para o inicio da semana o inicio dos assessment
17/05 => Será realizado um assessment interno para construção de um Bussiness Case .
10/05 => Solicitado Agenda junto AWS para estimar os custos de cloud, aguardando retorno da AWS.
06/05 => Aguardando envio das documentações para seguirmos com a proposta.",20/09/24 10:35
OFBRA-2767,15622855,agoncalvest,Lost,CARDIF - Projecion de la Capacidad,DIC - Infra,Cardif,Capacity as a Service,Minor,"139,441",Proposal,Brazil,FS,lfernandol,agoncalvest,sbarbosa,No,22DS01,1.0,06/05/24 12:25,10/05/24 12:25,cfelipef,,,,,,,,,,,,,,,139441.0,766926.0,25.0,,,No,24/05/24 10:10,06/05/24 12:31,10/08/24 14:46,"24/05 => PErdida.
17/05 => Aguardando retorno do cliente.
10/05 => Proposta Elaborada e entregue ao KAM,
06/05 => Reunião interna agendada para o dia 07/05.",24/05/24 10:10
OFBRA-2786,15715063,dcapretz,Abandoned,"Brasilseg | Implementação SAP S/4HANA - [MAP24SGE10]",SGE - SAP S4 Hana,Brasilseg,Projeto,Critical,"2,494,011",Proposal,Brazil,FS,jlgomes,emoura,,No,FSCOSG_6,1.25,06/05/24 12:02,25/09/25 09:40,holiveiram,,,,,,,,,,,,,,,2494011.0,1.558757E7,26.45,,,No,27/11/25 14:50,13/05/24 12:05,29/12/25 12:56,"27/11: Oferta abandonada, cliente não responde.
17/10: Aguardando retorno do cliente
26/09: Oferta entregue ao mercado novamente. 
14/08: Oferta entregue ao mercado.
11/08: Entendimento feito. Proposta e dimensionamento em atualização.
09/08: Reuniões feitas, proposta em atualização, escopo será quebrado entre Mignow e Minsait.
20/07: Cliente retornou pedindo reuniões e atualizações.
17/07: Ainda esta em negociação, porém tudo indica que ficará para 2026.
19/06: Reenviamos uma nova proposta técnica e comercial ao mercado com ajustes solicitados.
21/05: Realizamos agendas com o cliente e com a SAP. Mediante isso, o cliente esta avaliando qual melhor cenário para seguir. No momento estamos aguardando retorno do cliente. 
29/04: Conforme reunião de cadência... Apesar da não decisão do cliente sobre seguir separadamente (Brasilseg/Mapfre), sem prioridade
14/04: A Minsait está irá realizar uma agenda com Patrícia Nobre da SAP para avaliar a possibilidade do licenciamento da BrasilSEG ocorrer via PMC e depois avaliar com a FIONNIER o licenciamento FSCD.  
30/03: Aguardando desdobramento da Mafre.
21/03: Aguardando desdobramento da Mafre.
10/03:O cliente terá novidades apenas em abril
24/02: Discussões em andamento sobre refinamento do escopo com as áreas de negócio.
13/02: Realizei uma agenda hoje com o cliente e a SAP para refinamento da proposta.
03/02: Ainda aguardando retorno do cliente.
20/01: Ainda aguardando retorno do cliente.
14/01: Ainda aguardando retorno do cliente.
03/01: A oferta seguem ativa, com previsão de fechamento até maio/2025, aguardando o cliente decidir.
30/12: A oferta seguem ativa, com previsão de fechamento em maio/2025.
23/12: Aguardando retorno do mercado.
13/12: Temos uma agenda, para falarmos em 17/12 sobre a proposta técnica.
29/11:Mesmo status.
25/11: Mesmo status.
14/11: Aguardando retorno do cliente. 
07/11: Nova versão de preço enviada ao cliente considerando um único projeto entre Mapfre e Brasilseg, considerando apenas NZDT sem SLO.
28/10: Ainda em definição de cenários e discussão das propostas BallPark que apresentamos para as duas empresas. Estamos agora em refinamento das propostas para colocar a proposta Vinculante.
26/08: Enviado para o cliente versão final em 26/08.
19/07: Assessment em andamento.
11/06:Cliente adiou entrega das propostas e pediu maior detalhamento e revisão da estratégia, reuniões com cliente em andamento.
24/05: Business Case em elaboração com a SAP, e deve ter atrasos, devido a questões técnicas junto a SAP e Brasilseg, processo de dimensionamento em andamento em sessões técnicas com o cliente.
13/05: proposta sendo trabalhada junto com a SAP",27/11/25 14:50
OFBRA-2764,15621048,sbarbosa,Abandoned,Proposta Renovação Suporte SUSE Rancher,DIC - Infra,Brasilseg,Proposta Renovação Suporte SUSE Rancher,Minor,,Proposal,Brazil,FS,sbarbosa,agoncalvest,aeribeiro,No,22DS01,0.0,06/05/24 09:40,10/05/24 09:40,,,,,,,,,,,,,,,,60000.0,,,,,No,13/05/24 16:56,06/05/24 09:47,,"Jira em duplicidade sendo encerrado.
06-05 => Proposta ja entregue ao cliente, aguardando retorno.",13/05/24 16:56
OFBRA-2765,15621053,sbarbosa,Abandoned,Proposta Renovação Suporte SUSE Rancher,DIC - Infra,Brasilseg,Proposta Renovação Suporte SUSE Rancher,Minor,,Proposal,Brazil,FS,sbarbosa,agoncalvest,aeribeiro,No,22DS01,0.0,06/05/24 09:40,10/05/24 09:40,,,,,,,,,,,,,,,,60000.0,,,,,No,13/05/24 16:07,06/05/24 09:48,,"06-05 => Proposta ja entregue ao cliente, aguardando retorno.",13/05/24 16:07
OFBRA-2762,15621045,sbarbosa,Abandoned,Proposta Renovação Suporte SUSE Rancher,DIC - Infra,Brasilseg,Proposta Renovação Suporte SUSE Rancher,Minor,,Proposal,Brazil,FS,sbarbosa,agoncalvest,aeribeiro,No,22DS01,0.0,06/05/24 09:40,10/05/24 09:40,,,,,,,,,,,,,,,,60000.0,,,,,No,13/05/24 16:57,06/05/24 09:46,,"Jira em duplicidade sendo encerrado.
06-05 => Proposta ja entregue ao cliente, aguardando retorno.",13/05/24 16:57
OFBRA-2763,15621047,sbarbosa,Abandoned,Proposta Renovação Suporte SUSE Rancher,DIC - Infra,Brasilseg,Proposta Renovação Suporte SUSE Rancher,Minor,,Proposal,Brazil,FS,sbarbosa,agoncalvest,aeribeiro,No,22DS01,0.0,06/05/24 09:40,10/05/24 09:40,,,,,,,,,,,,,,,,60000.0,,,,,No,13/05/24 16:56,06/05/24 09:47,,"Jira em duplicidade sendo encerrado.
06-05 => Proposta ja entregue ao cliente, aguardando retorno.",13/05/24 16:56
OFBRA-2766,15621055,agoncalvest,Won-End,Brasilseg - Proposta Renovação Suporte SUSE Rancher,DIC - Infra,Brasilseg,Proposta Renovação Suporte SUSE Rancher,Minor,"763,000",Proposal,Brazil,FS,sbarbosa,agoncalvest,aeribeiro,No,22DS01,1.0,06/05/24 09:40,10/05/24 09:40,,,,,,,,,,,,,,,,109000.0,330000.0,22.0,,,No,23/07/24 09:50,06/05/24 09:48,09/09/24 11:55,"28/06 => Proposta ganha.
21/06 => retorno previsto para inicio de julho por parte do cliente.
14/06 => retorno previsto para inicio de julho por parte do cliente.
07/06 => retorno previsto para inicio de julho por parte do cliente.
31/05 => Aguardando retorno do cliente.
24/05 => Proposta entregue aguardando retorno do cliente.
17/05 => Proposta entregue aguardando retorno do cliente.
10/05 => Proposta entregue aguardando retorno do cliente.
06-05 => Proposta ja entregue ao cliente, aguardando retorno.",23/07/24 09:50
OFBRA-2771,15624463,epereirab,Abandoned,"CEF | IA Gen para Análise de Contratos FCVS",IA,CEF - Caixa Economica Federal,"CEF | IA Gen para Análise de Contratos FCVS",Minor,,Presale,Brazil,FS,amalheiros,epereirab,fpedroso,No,22DS01,1.0,06/05/24 04:00,29/05/24 19:34,,,,,,,,,,,,,,,,,,,,,No,25/06/24 15:21,06/05/24 19:38,,"21/05 - Cliente sinalizou despriorização do projeto
13/05 - Aguardando Agenda Mercado e Cliente
06/05 - Oferta recepecionada, aguardando agenda técnica do cliente e amostras de documentos",25/06/24 15:21
OFBRA-2770,15624439,epereirab,Cancelled,[CPFL] IA Generativa para Regulação,IA,CPFL,IA,Minor,"110,551",Proposal,Brazil,Energy,vgrecci,epereirab,jborba,Yes,22DS02,0.5,03/05/24 18:51,14/05/24 13:00,fcrivano,,,,,,,,,,,,,,,110551.0,608029.0,30.0,,,Yes,01/11/24 17:35,06/05/24 19:00,19/08/24 10:45,"01/11 - Oferta abandonada (projeto ficou para 2025)
09/09: Aguardando Retorno Mercado/Cliente
18/06: Aguardando Retorno Mercado/Cliente
03/06: Aguardando Retorno Mercado/Cliente
16/05: Proposta Técnica e Comercial entregue ao Cliente
15/05: MdC enviado e preço atualizado considerando o serviço opcional.
13/05 - Proposta em Elaboração, Fechamento dos Dimensionamentos.
02/05 - Reunião Técnica onde o cliente apresentou o escopo.",01/11/24 17:35
OFBRA-2842,15755373,agoncalvest,Cancelled,[Claro] Portal de Infra Rede Externa,DIC - Cloud,Claro Brasil,Dados,Minor,"102,947",Presale,Brazil,Telco,jrcaldas,agoncalvest,,No,22DS04,1.0,03/05/24 15:54,24/05/24 15:54,agoncalvest,cmartiniano,efernandasi,fdosa,ikolomenconkovas,speres,tasilva,treginaf,wholanda,,,,,,,102947.0,566207.0,30.0,,,No,29/05/24 22:05,17/05/24 09:41,19/08/24 10:41,"24/05 => Primeira versão entregue ao cliente em tramites comerciais.
16/05 - Primeira versão do MDC e Proposta técnica apresentada ao Mercado. A solução de infraestrutura será em Azure
09/05 - Proposta técnica e comercial em desenvolvimento
03/05/2024 - Recebimento da Oferta",28/05/24 15:30
OFBRA-2751,15606257,speres,Won-End,[CLARO] Portal de Infra Rede Externa - [CLAPLAT],Datos - Data Modernization,Claro Brasil,Dados + DS,Minor,"8,949.4",Proposal,Brazil,Telco,kgruszkowska,speres,cmartiniano,No,22DS04,1.0,03/05/24 15:54,24/05/24 15:54,agoncalvest,cmartiniano,efernandasi,fdosa,ikolomenconkovas,speres,tasilva,treginaf,wholanda,,,,,,,89494.0,492221.0,31.0,,,No,31/12/24 21:03,03/05/24 16:01,30/09/24 11:10,"16/09 - Oferta ganha em 30/08, Jira atualizado
17/07 - Enviamos hoje o novo MdC para o mercado
05/07 - Cliente abriu o target e apresentou mudanças de escopo da oferta. Em alinhamento de estratégia com o mercado sobre as mudanças.
01/07 - Mesmo status
19/06 - Mesmo status
14/06 - Em análise técnica pelo cliente
07/06 - Aguardando feedback
31/05 - Entrega de propostas para o cliente
20/05 - Valores atualizados conforme a v3 do MdC (Valores Onerados)
16/05 - Primeira versão do MDC e Proposta técnica apresentada ao Mercado. A solução de infraestrutura será em Azure
09/05 - Proposta técnica e comercial em desenvolvimento
03/05/2024 - Recebimento da Oferta",16/09/24 14:53
OFBRA-2753,15607671,ceduardoc,Abandoned,SEFAZ-AP SecOps,Cyber,SEFAZ - AP,SEFAZ-AP SecOps,Minor,"168,279",Presale,Brazil,PA,fmesquita,ceduardoc,,No,APCOCB_1,1.0,02/05/24 10:51,05/06/24 10:51,,,,,,,,,,,,,,,,168279.0,939434.0,30.0,,,No,21/11/25 09:48,04/05/24 10:55,,"21/11 - Cliente e operação não retornam, estou cancelado a oportunidade
14/07 - Nova proposta baseada em Proofpoint Essentials enviada ao cliente aguardando nova agenda para apresentação
21/03 - DIC esta preparando visita presencial a SEFAZ, levaremos alguém de Ciber para abordar o tema diretamente com a equipe do clietne
19/03 - Alterada para Presale em alinhamento com Iniesta pois não houve uma licitação aberta para a oferta ainda, foi uma oportunidade no cliente em uma operação já vigente
10/03 - Continuamos a aguardar o reagendamento da reunião tecnica com o time da SEFAZ para entendimento de nova RFP
14/02 - Realizamos reunião interna com time da Minsait SEFAZ para falarmos quais oportunidades de cyber poderíamos oferecer  
12/11 - Cliente informa que será necessária a contratação através de RFP e esta precisa ser aprovada pelo BID, retomaremos a oportunidade quando o processo retornar
29/07 - Continuamos sem retorno por parte de nosso time em AP
08/07 - Escalei assunto para Samuel e Mesquita para validarem junto ao cliente o modelo de contratação e consumo junto ao nosso contrato já existente, conforme havia sido combinado na fase de assessment
10/06 - Solicitei ao Thó que busque escalar o assunto dentro da secretaria uma vez que os serviços já deveriam ser considerados dentro do nosso contrato de DIC, estamos aguardando resposta
31/05 - Apresentação realizada em 29/05 e cliente mudou o discurso dizendo que o serviço e a contratação do mesmo agora tem de ser validade pelo BID, informação nova que não havia sido apresentada por parte deles desde o início dos trabalhos
24/05 - Reunião para apresentação agendada para o dia 29/05 as 15 horas
17/05 - Validados 3 Cenários econômicos, solicitamos agenda para apresentação da proposta ao cliente nesta semana do dia 20/05
10/05 - Solicitamos data nesta semana de 13/05 para apresentação formal da proposta de SecOps
03/05 - Modelo de Custos validado pelo time de operações, aguardando data para apresentação ao cliente",21/11/25 09:48
OFBRA-2785,15715017,holiveiram,Abandoned,"Vivo | Implementaçao SAP TMS - [VIVOTMS]",SGE - SAP S4 Hana,VIVO,Projeto,Minor,"342,091",Proposal,Brazil,Telco,leaattianese,holiveiram,,No,22DS04,0.6,01/05/24 11:49,14/05/24 11:49,,,,,,,,,,,,,,,,342091.0,1881499.0,25.0,,,No,17/10/24 08:21,13/05/24 11:54,16/09/24 09:23,"17/10: Cliente cancelou a oferta, deve voltar somente em março do ano que vem.
24/05: Aguardando retorno do cliente.
13/05: oferta entregue ao mercado.
07/05: oferta recebida e sendo trabalhada.",17/10/24 08:21
OFBRA-2761,15607679,ceduardoc,Abandoned,Marfrig - DIS Beyound Trust,Cyber - Presale,Marfrig Global Foods,Marfrig - DIS Beyound Trust,Minor,,Proposal,Brazil,Industry,laugusta,ceduardoc,,No,22DS03,1.0,01/05/24 11:34,30/08/24 11:34,labrahao,,,,,,,,,,,,,,,,,,,,No,08/07/24 22:03,04/05/24 11:38,,"08/07 - Sem retorno do cliente
10/06 - Segue sem alteração no cenário
31/05 - Sem alteração no cenário
24/05 - Sem alteração no cenário
17/05 - Lyvia em FUP com o cliente para agendamento de data
10/05 - Lyvia está buscando novas datas para falarmos com o cliente
03/05 - Marfrig: cofre de senhas  + Beyond Trust (eol do produto appliance, Connectcom que faz a gestão e eles querem trocar . Vence contrato final de agosto/começo setembro",08/07/24 09:07
OFBRA-2760,15607678,ceduardoc,Abandoned,Banco CSF - Carrefour - Gestão de Identidades,Cyber - Presale,Banco CSF - Carrefour,Banco CSF - Carrefour - Gestão de Identidades,Minor,,Presale,Brazil,FS,ffazolo,ceduardoc,,No,22DS01,1.0,01/05/24 11:31,30/09/24 11:31,,,,,,,,,,,,,,,,,,,,,No,29/07/24 22:05,04/05/24 11:33,,"29/07 - Sem alteração ate o momento, colocando em standby
08/07 - Aguardando disponibilidade do CISO CSF
31/05 - Solicitando novas datas para apresentação
24/05 - Sem alteração no cenário
17/05 - Adrian encontrou o gerente de projetos e esta buscando agenda dele para falarmos com o cliente no Brasil
10/05 - Adrian esta buscando o time interno da Espanha que levou o projeto por parte da SIA para falarmos com o cliente
03/05 - Buscando datas com cliente e time da Espanha para falar da execução do projeto na Espanha e França",29/07/24 11:35
OFBRA-2759,15607677,ceduardoc,Abandoned,Banco Itaú SA - DevSecOps,Cyber - Presale,BANCO ITAÚ SA,Banco Itaú SA - DevSecOps,Minor,,Presale,Brazil,FS,ffazolo,ceduardoc,,No,22DS01,1.0,01/05/24 11:28,30/09/24 11:28,,,,,,,,,,,,,,,,,,,,,No,08/07/24 22:03,04/05/24 11:29,,"08/07 - Sem retorno do cliente
10/06 - Segue sem alteração no cenário
31/05 - Sem alteração no cenário
24/05 - Sem alteração no cenário
17/05 - Fazolo em FUP com Ieda para entrega dos cenários que devemos tratar
10/05 - Conversei hoje com Fazolo que vai cobrar IEDA da lista de desafios para Espanha apresentar as soluções
03/05 - Aguardando retorno do cliente",08/07/24 09:06
